,Sl. No,Session,RaceNo,DriverNumber,LapTime,LapNumber,SpeedI1,SpeedI2,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,Team,Driver,TrackStatus,GridNo
187,,FP2,3,10,0 days 00:01:20.142000,14,275,315,314,TRUE,SOFT,6,TRUE,2,AlphaTauri,GAS,1,9
190,,FP2,3,3,0 days 00:01:20.203000,11,273,307,310,TRUE,SOFT,2,TRUE,2,McLaren,RIC,1,10
191,,FP2,3,63,0 days 00:01:20.212000,13,274,309,311,TRUE,SOFT,7,TRUE,2,Mercedes,RUS,1,11
181,,FP2,3,22,0 days 00:01:20.424000,15,275,315,,TRUE,SOFT,7,TRUE,2,AlphaTauri,TSU,1,12
177,,FP2,3,44,0 days 00:01:20.521000,10,277,309,313,TRUE,SOFT,3,TRUE,2,Mercedes,HAM,2,13
183,,FP2,3,18,0 days 00:01:20.611000,9,280,306,313,TRUE,SOFT,2,TRUE,2,Aston Martin,STR,1,14
179,,FP2,3,24,0 days 00:01:21.063000,15,275,313,310,TRUE,SOFT,7,TRUE,3,Alfa Romeo,ZHO,1,15
182,,FP2,3,20,0 days 00:01:21.191000,12,276,315,314,TRUE,SOFT,4,TRUE,2,Haas F1 Team,MAG,1,16
180,,FP2,3,23,0 days 00:01:21.912000,9,279,314,314,TRUE,SOFT,2,TRUE,2,Williams,ALB,1,17
176,,FP2,3,47,0 days 00:01:21.974000,12,273,314,312,TRUE,SOFT,6,TRUE,2,Haas F1 Team,MSC,1,18
188,,FP2,3,6,0 days 00:01:22.307000,9,275,316,315,TRUE,SOFT,2,TRUE,2,Williams,LAT,1,19
208,,FP3,3,4,0 days 00:01:19.117000,9,280,300,315,TRUE,SOFT,2,TRUE,4,McLaren,NOR,1,1
203,,FP3,3,16,0 days 00:01:19.249000,14,279,299,307,TRUE,SOFT,3,TRUE,4,Ferrari,LEC,1,2
205,,FP3,3,11,0 days 00:01:19.265000,16,282,306,321,TRUE,SOFT,8,FALSE,3,Red Bull Racing,PER,1,3
204,,FP3,3,14,0 days 00:01:19.275000,14,280,305,319,TRUE,SOFT,6,FALSE,4,Alpine,ALO,1,4
194,,FP3,3,55,0 days 00:01:19.419000,12,282,297,309,TRUE,SOFT,12,FALSE,4,Ferrari,SAI,1,5
209,,FP3,3,3,0 days 00:01:19.693000,10,278,291,312,TRUE,SOFT,2,TRUE,4,McLaren,RIC,1,6
193,,FP3,3,1,0 days 00:01:19.809000,10,280,302,320,TRUE,MEDIUM,10,FALSE,3,Red Bull Racing,VER,1,7
196,,FP3,3,44,0 days 00:01:19.896000,10,276,295,309,TRUE,SOFT,7,TRUE,2,Mercedes,HAM,1,8
211,,FP3,3,77,0 days 00:01:20.008000,15,,304,312,TRUE,SOFT,5,TRUE,5,Alfa Romeo,BOT,1,9
200,,FP3,3,22,0 days 00:01:20.071000,9,276,300,316,TRUE,SOFT,2,TRUE,2,AlphaTauri,TSU,1,10
210,,FP3,3,63,0 days 00:01:20.096000,11,277,293,316,TRUE,SOFT,5,TRUE,2,Mercedes,RUS,1,11
206,,FP3,3,10,0 days 00:01:20.133000,9,277,296,315,TRUE,SOFT,4,TRUE,2,AlphaTauri,GAS,1,12
197,,FP3,3,31,0 days 00:01:20.205000,12,280,303,318,TRUE,SOFT,2,TRUE,4,Alpine,OCO,1,13
195,,FP3,3,47,0 days 00:01:20.692000,16,278,299,313,TRUE,SOFT,5,TRUE,5,Haas F1 Team,MSC,1,14
198,,FP3,3,24,0 days 00:01:20.836000,8,278,299,313,TRUE,SOFT,6,FALSE,3,Alfa Romeo,ZHO,1,15
199,,FP3,3,23,0 days 00:01:20.958000,12,278,300,312,TRUE,SOFT,5,TRUE,4,Williams,ALB,1,16
201,,FP3,3,20,0 days 00:01:21.025000,11,276,298,314,TRUE,SOFT,2,TRUE,5,Haas F1 Team,MAG,1,17
207,,FP3,3,6,0 days 00:01:21.050000,11,279,303,316,TRUE,SOFT,2,TRUE,4,Williams,LAT,1,18
202,,FP3,3,18,0 days 00:01:21.636000,8,276,295,307,TRUE,SOFT,5,TRUE,3,Aston Martin,STR,1,19
212,,Q,3,16,0 days 00:01:17.868000,20,284,302,312,TRUE,SOFT,3,TRUE,5,Ferrari,LEC,1,1
213,,Q,3,1,0 days 00:01:18.154000,20,281,304,318,TRUE,SOFT,2,TRUE,5,Red Bull Racing,VER,1,2
214,,Q,3,11,0 days 00:01:18.240000,18,283,306,320,TRUE,SOFT,2,TRUE,4,Red Bull Racing,PER,1,3
215,,Q,3,4,0 days 00:01:18.703000,19,279,295,314,TRUE,SOFT,2,TRUE,5,McLaren,NOR,1,4
221,,Q,3,14,0 days 00:01:18.815000,8,284,307,322,TRUE,SOFT,2,TRUE,3,Alpine,ALO,2,5
216,,Q,3,44,0 days 00:01:18.825000,27,280,294,313,TRUE,SOFT,5,TRUE,6,Mercedes,HAM,1,6
217,,Q,3,63,0 days 00:01:18.933000,25,279,290,312,TRUE,SOFT,5,TRUE,6,Mercedes,RUS,1,7
218,,Q,3,3,0 days 00:01:19.032000,18,278,291,312,TRUE,SOFT,5,FALSE,6,McLaren,RIC,1,8
219,,Q,3,31,0 days 00:01:19.061000,22,284,306,320,TRUE,SOFT,2,TRUE,7,Alpine,OCO,1,9
222,,Q,3,10,0 days 00:01:19.226000,13,278,298,316,TRUE,SOFT,5,FALSE,4,AlphaTauri,GAS,2,10
220,,Q,3,55,0 days 00:01:19.408000,21,283,301,312,TRUE,SOFT,2,TRUE,5,Ferrari,SAI,1,11
223,,Q,3,77,0 days 00:01:19.410000,7,282,307,316,TRUE,SOFT,2,TRUE,2,Alfa Romeo,BOT,2,12
224,,Q,3,22,0 days 00:01:19.424000,16,281,303,317,TRUE,SOFT,4,TRUE,5,AlphaTauri,TSU,1,13
227,,Q,3,23,0 days 00:01:20.135000,7,283,300,315,TRUE,SOFT,2,TRUE,2,Williams,ALB,1,14
225,,Q,3,24,0 days 00:01:20.155000,15,279,302,314,TRUE,SOFT,4,TRUE,4,Alfa Romeo,ZHO,1,15
228,,Q,3,20,0 days 00:01:20.254000,7,279,298,313,TRUE,SOFT,2,TRUE,2,Haas F1 Team,MAG,1,16
226,,Q,3,47,0 days 00:01:20.465000,18,280,295,313,TRUE,SOFT,4,TRUE,5,Haas F1 Team,MSC,1,17
229,,Q,3,5,0 days 00:01:21.149000,2,279,299,313,TRUE,SOFT,2,TRUE,1,Aston Martin,VET,1,18
230,,Q,3,6,0 days 00:01:21.372000,4,281,301,317,TRUE,SOFT,4,TRUE,1,Williams,LAT,2,19
241,,FP1,4,16,0 days 00:01:29.402000,18,197,251,289,TRUE,INTERMEDIATE,8,TRUE,3,Ferrari,LEC,1,1
232,,FP1,4,55,0 days 00:01:30.279000,18,197,251,288,TRUE,INTERMEDIATE,8,TRUE,3,Ferrari,SAI,1,2
231,,FP1,4,1,0 days 00:01:30.867000,17,194,250,288,TRUE,INTERMEDIATE,8,TRUE,3,Red Bull Racing,VER,1,3
239,,FP1,4,20,0 days 00:01:32.439000,17,,238,269,TRUE,INTERMEDIATE,6,TRUE,2,Haas F1 Team,MAG,1,4
233,,FP1,4,47,0 days 00:01:32.988000,18,180,245,253,TRUE,INTERMEDIATE,7,TRUE,2,Haas F1 Team,MSC,1,5
243,,FP1,4,11,0 days 00:01:33.012000,14,192,246,276,TRUE,INTERMEDIATE,4,TRUE,3,Red Bull Racing,PER,1,6
242,,FP1,4,14,0 days 00:01:33.160000,12,194,247,280,TRUE,INTERMEDIATE,4,TRUE,2,Alpine,ALO,1,7
246,,FP1,4,5,0 days 00:01:33.365000,17,196,247,246,TRUE,INTERMEDIATE,8,TRUE,3,Aston Martin,VET,1,8
238,,FP1,4,22,0 days 00:01:33.611000,15,187,246,273,TRUE,INTERMEDIATE,6,TRUE,2,AlphaTauri,TSU,1,9
249,,FP1,4,63,0 days 00:01:34.262000,15,195,242,259,TRUE,INTERMEDIATE,3,TRUE,3,Mercedes,RUS,1,10
250,,FP1,4,77,0 days 00:01:34.615000,16,194,245,255,TRUE,INTERMEDIATE,3,TRUE,5,Alfa Romeo,BOT,1,11
244,,FP1,4,10,0 days 00:01:35.104000,15,189,240,259,TRUE,INTERMEDIATE,5,TRUE,2,AlphaTauri,GAS,1,12
235,,FP1,4,31,0 days 00:01:35.420000,13,191,246,252,TRUE,INTERMEDIATE,3,TRUE,2,Alpine,OCO,1,13
247,,FP1,4,4,0 days 00:01:35.502000,9,183,238,256,TRUE,INTERMEDIATE,3,TRUE,2,McLaren,NOR,1,14
248,,FP1,4,3,0 days 00:01:35.625000,10,194,238,248,TRUE,INTERMEDIATE,4,TRUE,2,McLaren,RIC,1,15
240,,FP1,4,18,0 days 00:01:36.033000,14,190,240,256,TRUE,INTERMEDIATE,15,FALSE,4,Aston Martin,STR,2,16
237,,FP1,4,23,0 days 00:01:36.461000,15,190,246,235,TRUE,INTERMEDIATE,6,FALSE,4,Williams,ALB,1,17
234,,FP1,4,44,0 days 00:01:36.464000,10,190,239,239,TRUE,WET,10,FALSE,2,Mercedes,HAM,1,18
236,,FP1,4,24,0 days 00:01:37.450000,17,168,240,250,TRUE,INTERMEDIATE,3,TRUE,3,Alfa Romeo,ZHO,1,19
245,,FP1,4,6,0 days 00:01:39.698000,10,191,241,228,TRUE,INTERMEDIATE,3,TRUE,3,Williams,LAT,1,20
268,,FP2,4,63,0 days 00:01:19.457000,13,221,253,290,TRUE,SOFT,5,FALSE,5,Mercedes,RUS,1,1
263,,FP2,4,11,0 days 00:01:19.538000,23,221,255,294,TRUE,MEDIUM,4,FALSE,4,Red Bull Racing,PER,1,2
261,,FP2,4,16,0 days 00:01:19.740000,21,222,255,290,TRUE,SOFT,3,FALSE,4,Ferrari,LEC,1,3
254,,FP2,4,44,0 days 00:01:19.992000,14,220,253,289,TRUE,SOFT,2,TRUE,4,Mercedes,HAM,1,4
262,,FP2,4,14,0 days 00:01:20.174000,15,218,248,280,TRUE,SOFT,5,FALSE,3,Alpine,ALO,1,5
252,,FP2,4,55,0 days 00:01:20.258000,25,218,254,283,TRUE,MEDIUM,11,FALSE,5,Ferrari,SAI,1,6
251,,FP2,4,1,0 days 00:01:20.371000,17,217,247,291,TRUE,MEDIUM,4,FALSE,4,Red Bull Racing,VER,1,7
258,,FP2,4,22,0 days 00:01:20.381000,20,216,249,283,TRUE,SOFT,4,FALSE,5,AlphaTauri,TSU,1,8
264,,FP2,4,10,0 days 00:01:20.439000,31,217,249,288,TRUE,MEDIUM,13,FALSE,5,AlphaTauri,GAS,1,9
256,,FP2,4,24,0 days 00:01:20.498000,23,219,253,283,TRUE,SOFT,15,TRUE,3,Alfa Romeo,ZHO,1,10
257,,FP2,4,23,0 days 00:01:20.591000,4,216,254,286,TRUE,SOFT,4,TRUE,1,Williams,ALB,1,11
259,,FP2,4,20,0 days 00:01:20.740000,17,213,250,280,TRUE,SOFT,6,FALSE,4,Haas F1 Team,MAG,1,12
253,,FP2,4,47,0 days 00:01:20.977000,26,219,252,281,TRUE,MEDIUM,12,TRUE,4,Haas F1 Team,MSC,1,13
260,,FP2,4,18,0 days 00:01:21.149000,31,212,251,281,TRUE,MEDIUM,2,TRUE,7,Aston Martin,STR,1,14
266,,FP2,4,5,0 days 00:01:21.155000,24,215,254,289,TRUE,SOFT,10,FALSE,5,Aston Martin,VET,1,15
255,,FP2,4,31,0 days 00:01:21.179000,18,214,249,282,TRUE,SOFT,5,TRUE,3,Alpine,OCO,1,16
265,,FP2,4,6,0 days 00:01:21.263000,20,211,255,291,TRUE,MEDIUM,11,TRUE,3,Williams,LAT,1,17
267,,FP2,4,4,0 days 00:01:23.821000,2,205,242,279,TRUE,SOFT,4,FALSE,1,McLaren,NOR,1,18
281,,Q,4,55,0 days 00:01:18.990000,12,222,257,293,TRUE,SOFT,2,TRUE,3,Ferrari,SAI,1,1
290,,Q,4,22,0 days 00:01:20.474000,10,218,258,290,TRUE,SOFT,7,TRUE,3,AlphaTauri,TSU,1,2
291,,Q,4,10,0 days 00:01:20.732000,10,217,256,289,TRUE,SOFT,7,TRUE,3,AlphaTauri,GAS,1,3
282,,Q,4,63,0 days 00:01:20.757000,15,218,253,285,TRUE,SOFT,2,TRUE,5,Mercedes,RUS,1,4
284,,Q,4,47,0 days 00:01:20.916000,15,223,256,290,TRUE,SOFT,2,TRUE,4,Haas F1 Team,MSC,1,5
285,,Q,4,44,0 days 00:01:21.138000,14,214,256,284,TRUE,SOFT,2,TRUE,4,Mercedes,HAM,1,6
287,,Q,4,24,0 days 00:01:21.434000,15,215,257,291,TRUE,SOFT,2,TRUE,3,Alfa Romeo,ZHO,1,7
292,,Q,4,6,0 days 00:01:21.971000,12,210,259,295,TRUE,SOFT,4,TRUE,4,Williams,LAT,1,8
293,,Q,4,31,0 days 00:01:22.338000,6,217,256,282,TRUE,SOFT,6,FALSE,2,Alpine,OCO,1,9
269,,Q,4,1,0 days 00:01:27.999000,19,212,250,238,TRUE,INTERMEDIATE,3,TRUE,5,Red Bull Racing,VER,2,10
288,,Q,4,18,0 days 00:01:28.119000,13,220,256,163,TRUE,SOFT,2,TRUE,4,Aston Martin,STR,1,11
270,,Q,4,16,0 days 00:01:28.778000,18,207,250,272,TRUE,INTERMEDIATE,2,TRUE,6,Ferrari,LEC,1,12
272,,Q,4,4,0 days 00:01:29.131000,20,206,244,270,TRUE,INTERMEDIATE,4,FALSE,7,McLaren,NOR,1,13
273,,Q,4,20,0 days 00:01:29.164000,19,200,247,278,TRUE,INTERMEDIATE,3,TRUE,6,Haas F1 Team,MAG,1,14
274,,Q,4,14,0 days 00:01:29.202000,23,209,250,268,TRUE,INTERMEDIATE,3,TRUE,6,Alpine,ALO,1,15
276,,Q,4,3,0 days 00:01:29.742000,18,206,244,260,TRUE,INTERMEDIATE,2,TRUE,6,McLaren,RIC,1,16
277,,Q,4,11,0 days 00:01:29.808000,22,208,232,277,TRUE,INTERMEDIATE,3,TRUE,6,Red Bull Racing,PER,1,17
279,,Q,4,77,0 days 00:01:30.439000,22,201,245,252,TRUE,INTERMEDIATE,7,FALSE,6,Alfa Romeo,BOT,1,18
280,,Q,4,5,0 days 00:01:31.062000,22,199,249,235,TRUE,INTERMEDIATE,2,TRUE,7,Aston Martin,VET,1,19
304,,FP1,5,16,0 days 00:01:31.098000,22,217,184,321,TRUE,SOFT,6,TRUE,3,Ferrari,LEC,1,1
312,,FP1,5,63,0 days 00:01:31.169000,19,215,188,325,TRUE,SOFT,7,FALSE,3,Mercedes,RUS,1,2
294,,FP1,5,1,0 days 00:01:31.277000,13,215,185,335,TRUE,SOFT,4,TRUE,3,Red Bull Racing,VER,1,3
306,,FP1,5,11,0 days 00:01:31.301000,18,214,186,335,TRUE,SOFT,7,FALSE,3,Red Bull Racing,PER,1,4
307,,FP1,5,10,0 days 00:01:31.498000,25,218,186,333,TRUE,SOFT,9,TRUE,3,AlphaTauri,GAS,1,5
295,,FP1,5,55,0 days 00:01:31.528000,23,216,187,325,TRUE,MEDIUM,21,FALSE,4,Ferrari,SAI,1,6
300,,FP1,5,23,0 days 00:01:31.854000,14,217,188,331,TRUE,SOFT,5,FALSE,4,Williams,ALB,1,7
297,,FP1,5,44,0 days 00:01:31.956000,20,,185,325,TRUE,SOFT,10,FALSE,4,Mercedes,HAM,1,8
302,,FP1,5,20,0 days 00:01:32.559000,18,215,185,323,TRUE,SOFT,5,TRUE,4,Haas F1 Team,MAG,1,9
311,,FP1,5,3,0 days 00:01:32.592000,14,217,186,317,TRUE,SOFT,5,FALSE,3,McLaren,RIC,1,10
310,,FP1,5,4,0 days 00:01:32.615000,11,216,186,323,TRUE,SOFT,2,TRUE,3,McLaren,NOR,1,11
305,,FP1,5,14,0 days 00:01:32.884000,18,212,182,324,TRUE,SOFT,5,TRUE,2,Alpine,ALO,1,12
299,,FP1,5,24,0 days 00:01:33.020000,20,217,189,292,TRUE,SOFT,9,FALSE,3,Alfa Romeo,ZHO,1,13
309,,FP1,5,5,0 days 00:01:33.024000,20,216,186,324,TRUE,SOFT,7,FALSE,3,Aston Martin,VET,1,14
298,,FP1,5,31,0 days 00:01:33.417000,17,210,184,322,TRUE,SOFT,6,TRUE,2,Alpine,OCO,1,15
303,,FP1,5,18,0 days 00:01:33.576000,17,214,185,328,TRUE,SOFT,6,FALSE,3,Aston Martin,STR,1,16
313,,FP1,5,77,0 days 00:01:33.773000,10,211,186,322,TRUE,MEDIUM,10,TRUE,1,Alfa Romeo,BOT,1,17
301,,FP1,5,22,0 days 00:01:34.043000,14,213,184,326,TRUE,SOFT,5,TRUE,2,AlphaTauri,TSU,1,18
296,,FP1,5,47,0 days 00:01:34.945000,14,214,184,293,TRUE,SOFT,2,TRUE,4,Haas F1 Team,MSC,1,19
308,,FP1,5,6,0 days 00:01:35.637000,11,214,182,320,TRUE,SOFT,2,TRUE,2,Williams,LAT,1,20
332,,FP2,5,63,0 days 00:01:29.938000,7,218,188,324,TRUE,SOFT,3,TRUE,2,Mercedes,RUS,1,1
324,,FP2,5,16,0 days 00:01:30.044000,8,216,188,326,TRUE,SOFT,2,TRUE,2,Ferrari,LEC,2,2
326,,FP2,5,11,0 days 00:01:30.150000,9,218,186,334,TRUE,SOFT,4,TRUE,3,Red Bull Racing,PER,1,3
317,,FP2,5,44,0 days 00:01:30.179000,6,221,190,322,TRUE,SOFT,2,TRUE,2,Mercedes,HAM,2,4
325,,FP2,5,14,0 days 00:01:30.372000,9,218,188,329,TRUE,SOFT,4,TRUE,2,Alpine,ALO,1,5
330,,FP2,5,4,0 days 00:01:30.535000,11,219,188,323,TRUE,SOFT,4,TRUE,2,McLaren,NOR,1,6
327,,FP2,5,10,0 days 00:01:30.547000,8,214,188,329,TRUE,SOFT,2,TRUE,2,AlphaTauri,GAS,2,7
319,,FP2,5,24,0 days 00:01:30.860000,14,217,188,325,TRUE,SOFT,5,TRUE,2,Alfa Romeo,ZHO,1,8
318,,FP2,5,31,0 days 00:01:30.861000,11,216,186,326,TRUE,SOFT,6,TRUE,2,Alpine,OCO,1,9
322,,FP2,5,20,0 days 00:01:30.921000,7,218,188,330,TRUE,SOFT,4,TRUE,2,Haas F1 Team,MAG,1,10
315,,FP2,5,55,0 days 00:01:30.964000,6,214,187,322,TRUE,MEDIUM,6,TRUE,1,Ferrari,SAI,2,11
331,,FP2,5,3,0 days 00:01:31.208000,11,219,186,315,TRUE,SOFT,2,TRUE,2,McLaren,RIC,2,12
321,,FP2,5,22,0 days 00:01:31.260000,15,215,186,325,TRUE,SOFT,9,TRUE,2,AlphaTauri,TSU,1,13
329,,FP2,5,5,0 days 00:01:31.393000,10,217,190,326,TRUE,SOFT,2,TRUE,2,Aston Martin,VET,2,14
316,,FP2,5,47,0 days 00:01:31.587000,12,218,188,323,TRUE,SOFT,8,TRUE,3,Haas F1 Team,MSC,1,15
323,,FP2,5,18,0 days 00:01:31.631000,12,216,188,323,TRUE,SOFT,4,TRUE,2,Aston Martin,STR,1,16
320,,FP2,5,23,0 days 00:01:31.710000,12,215,186,325,TRUE,SOFT,5,TRUE,2,Williams,ALB,1,17
328,,FP2,5,6,0 days 00:01:32.913000,11,219,188,320,TRUE,SOFT,4,TRUE,2,Williams,LAT,1,18
344,,FP3,5,11,0 days 00:01:30.304000,16,221,189,332,TRUE,SOFT,5,FALSE,4,Red Bull Racing,PER,1,1
342,,FP3,5,16,0 days 00:01:30.498000,21,217,189,320,TRUE,SOFT,11,FALSE,6,Ferrari,LEC,1,2
333,,FP3,5,1,0 days 00:01:30.649000,16,220,189,331,TRUE,SOFT,2,TRUE,3,Red Bull Racing,VER,1,3
343,,FP3,5,14,0 days 00:01:31.036000,15,212,187,326,TRUE,SOFT,5,TRUE,4,Alpine,ALO,2,4
347,,FP3,5,5,0 days 00:01:31.049000,18,221,188,323,TRUE,SOFT,2,TRUE,5,Aston Martin,VET,1,5
335,,FP3,5,47,0 days 00:01:31.050000,17,219,189,326,TRUE,SOFT,8,TRUE,3,Haas F1 Team,MSC,1,6
334,,FP3,5,55,0 days 00:01:31.172000,22,218,187,318,TRUE,SOFT,12,FALSE,6,Ferrari,SAI,1,7
340,,FP3,5,20,0 days 00:01:31.227000,19,219,188,321,TRUE,SOFT,9,TRUE,3,Haas F1 Team,MAG,1,8
338,,FP3,5,23,0 days 00:01:31.501000,12,218,188,327,TRUE,SOFT,5,TRUE,2,Williams,ALB,1,9
348,,FP3,5,4,0 days 00:01:31.594000,15,215,185,317,TRUE,SOFT,5,TRUE,3,McLaren,NOR,2,10
339,,FP3,5,22,0 days 00:01:31.659000,21,219,189,326,TRUE,SOFT,6,TRUE,3,AlphaTauri,TSU,2,11
341,,FP3,5,18,0 days 00:01:31.665000,17,219,189,327,TRUE,SOFT,2,TRUE,5,Aston Martin,STR,1,12
349,,FP3,5,3,0 days 00:01:31.728000,12,220,187,320,TRUE,SOFT,2,TRUE,3,McLaren,RIC,1,13
351,,FP3,5,77,0 days 00:01:31.885000,12,217,190,327,TRUE,SOFT,4,TRUE,3,Alfa Romeo,BOT,1,14
336,,FP3,5,44,0 days 00:01:31.890000,13,218,188,321,TRUE,SOFT,5,TRUE,3,Mercedes,HAM,1,15
345,,FP3,5,10,0 days 00:01:31.901000,17,217,190,321,TRUE,SOFT,4,TRUE,3,AlphaTauri,GAS,1,16
350,,FP3,5,63,0 days 00:01:31.924000,11,218,188,323,TRUE,SOFT,3,TRUE,3,Mercedes,RUS,1,17
337,,FP3,5,24,0 days 00:01:32.051000,11,216,187,319,TRUE,SOFT,4,TRUE,2,Alfa Romeo,ZHO,1,18
346,,FP3,5,6,0 days 00:01:32.376000,13,216,187,324,TRUE,SOFT,4,TRUE,3,Williams,LAT,1,19
352,,Q,5,16,0 days 00:01:28.796000,23,222,194,323,TRUE,SOFT,2,TRUE,8,Ferrari,LEC,1,1
353,,Q,5,55,0 days 00:01:28.986000,24,223,192,322,TRUE,SOFT,2,TRUE,9,Ferrari,SAI,1,2
354,,Q,5,1,0 days 00:01:28.991000,13,223,192,334,TRUE,SOFT,2,TRUE,4,Red Bull Racing,VER,1,3
355,,Q,5,11,0 days 00:01:29.036000,20,223,192,332,TRUE,SOFT,2,TRUE,6,Red Bull Racing,PER,1,4
356,,Q,5,77,0 days 00:01:29.475000,19,223,194,324,TRUE,SOFT,2,TRUE,5,Alfa Romeo,BOT,1,5
357,,Q,5,44,0 days 00:01:29.625000,20,221,191,324,TRUE,SOFT,2,TRUE,6,Mercedes,HAM,1,6
358,,Q,5,10,0 days 00:01:29.690000,21,221,191,326,TRUE,SOFT,2,TRUE,6,AlphaTauri,GAS,1,7
359,,Q,5,4,0 days 00:01:29.750000,21,222,190,322,TRUE,SOFT,2,TRUE,6,McLaren,NOR,1,8
360,,Q,5,22,0 days 00:01:29.932000,20,220,191,327,TRUE,SOFT,2,TRUE,6,AlphaTauri,TSU,1,9
362,,Q,5,14,0 days 00:01:30.160000,13,220,189,326,TRUE,SOFT,2,TRUE,4,Alpine,ALO,1,10
363,,Q,5,63,0 days 00:01:30.173000,13,221,190,322,TRUE,SOFT,3,TRUE,3,Mercedes,RUS,1,11
364,,Q,5,5,0 days 00:01:30.214000,14,224,190,324,TRUE,SOFT,2,TRUE,5,Aston Martin,VET,1,12
365,,Q,5,3,0 days 00:01:30.310000,14,220,191,314,TRUE,SOFT,2,TRUE,4,McLaren,RIC,1,13
366,,Q,5,47,0 days 00:01:30.423000,13,222,191,324,TRUE,SOFT,6,FALSE,3,Haas F1 Team,MSC,1,14
361,,Q,5,18,0 days 00:01:30.676000,20,220,190,323,TRUE,SOFT,2,TRUE,7,Aston Martin,STR,1,15
367,,Q,5,20,0 days 00:01:30.975000,9,218,189,326,TRUE,SOFT,9,TRUE,1,Haas F1 Team,MAG,1,16
368,,Q,5,24,0 days 00:01:31.020000,4,219,190,326,TRUE,SOFT,4,TRUE,1,Alfa Romeo,ZHO,1,17
369,,Q,5,23,0 days 00:01:31.266000,7,221,190,327,TRUE,SOFT,2,TRUE,2,Williams,ALB,1,18
370,,Q,5,6,0 days 00:01:31.325000,9,217,190,324,TRUE,SOFT,4,TRUE,2,Williams,LAT,1,19
